         86884 function calls (83281 primitive calls) in 32.940 CPU seconds

   Ordered by: standard name

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        7    0.000    0.000    0.000    0.000 {method 'strip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'toordinal' of 'datetime.date' objects}
        4    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        2    0.000    0.000    0.000    0.000 {method 'union' of 'frozenset' objects}
        2    0.000    0.000    0.000    0.000 {method 'unref' of 'cassandra.io.libevwrapper.Loop' objects}
       34    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       14    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
        3    0.000    0.000    0.000    0.000 {method 'values' of 'dict' objects}
       75    0.000    0.000    0.000    0.000 {method 'write' of '_bytesio._BytesIO' objects}
        2    0.000    0.000    0.000    0.000 {method 'write' of 'file' objects}
     1684    0.001    0.000    0.001    0.000 {min}
      514    0.000    0.000    0.001    0.000 {next}
      927    0.000    0.000    0.000    0.000 {ord}
        2    0.000    0.000    0.000    0.000 {posix.close}
        1    0.001    0.001    0.001    0.001 {posix.fork}
        2    0.000    0.000    0.000    0.000 {posix.getcwd}
        3    0.000    0.000    0.000    0.000 {posix.getpid}
        1    0.000    0.000    0.000    0.000 {posix.pipe}
        2    0.001    0.000    0.001    0.000 {posix.popen}
        1    0.007    0.007    0.007    0.007 {posix.read}
       20    0.000    0.000    0.000    0.000 {posix.stat}
        1    0.000    0.000    0.000    0.000 {posix.sysconf}
        2    0.000    0.000    0.000    0.000 {posix.uname}
       22    0.000    0.000    0.000    0.000 {posix.urandom}
        2   32.702   16.351   32.702   16.351 {posix.waitpid}
      156    0.000    0.000    0.000    0.000 {range}
       11    0.000    0.000    0.000    0.000 {repr}
      306    0.000    0.000    0.000    0.000 {setattr}
        1    0.000    0.000    0.000    0.000 {signal.signal}
        1    0.000    0.000    0.000    0.000 {simplejson._speedups.encode_basestring_ascii}
        3    0.001    0.000    0.001    0.000 {sorted}
       15    0.000    0.000    0.000    0.000 {sys._getframe}
        1    0.000    0.000    0.000    0.000 {sys.exc_info}
        3    0.000    0.000    0.000    0.000 {sys.getdefaultencoding}
       60    0.000    0.000    0.000    0.000 {thread.allocate_lock}
       75    0.000    0.000    0.000    0.000 {thread.get_ident}
        4    0.001    0.000    0.001    0.000 {thread.start_new_thread}
        8    0.022    0.003    0.022    0.003 {time.sleep}
       15    0.000    0.000    0.000    0.000 {time.time}
      157    0.000    0.000    0.000    0.000 {zip}


